	item_type	clean_name	brand	country	subtype	source_domain	weight	units	price	currency	description	full_description	characteristics	additional_info	url	master_name	filter_name
452	yeast	дрожжи safcider tf-6	 fermentis	us		grainrus	5.0	г	230.0	rub	дрожжи сухие safcider tf-6, бельгия, fermentis, пакеты 5 г		['пакет 5 гр']		https://malt.ru/catalog/drozhzhi/drozhzhi-sukhie-safcider-tf-6-belgiya-fermentis-pakety-5-g/	6 safcider tf 	6 safcider tf 
453	hop	хмель геркулес / herkules (германия)	 barthhaas	de	хмель в гранулах горький	beer.rf	50.0	г	134.0	rub	достоин своего названия благодаря сильному, порой терпкому хмелевому вкусу и аромату. также в его букете присутствуют ноты цитруса, дыни, а также намек на сосновый аромат. урожай 2024 г | альфа 15,6 % достоин своего названия благодаря сильному, порой терпкому хмелевому вкусу и аромату. также в его букете присутствуют ноты цитруса, дыни, а также намек на сосновый аромат. урожай 2024 г | альфа 15,6 %	хмель геркулес (herkules) разработанный исследовательским институтом хмеля в халле, германия и выпущенный в 2005 году, является одним из наиболее интересных сортов хмеля на современном рынке. этот сорт был создан путем скрещивания хмеля халлертау таурус и мужского соцветия неизвестного экотипа, и его особенности делают его незаменимым для придания горечи пиву. помимо высокого содержания альфа-кислоты, хмель геркулес обладает также пряными, цветочными и хмелевыми нотами, которые добавляют особый аромат и вкус пиву. в нем можно обнаружить оттенки сосны, черного перца и дыни, что делает его уникальным и привлекательным для пивоваров и любителей хорошего пива. хмель геркулес пользуется широким спросом в пивоваренной индустрии и применяется в различных стилях пива, особенно в тех, где требуется выраженная горечь и аромат хмеля. его уникальный профиль вкуса и аромата делает его идеальным для создания пива с характером и индивидуальностью.	['альфа-кислота: 12,0% -17,0%', 'бета-кислота: 4,0% -5,5%', 'когумулон: 32 - 38%', 'всего эфирных масел: 1.6 - 2.4 мл/100 г', 'мирцен: 30 - 50%', 'гумулен: 30 - 45%', 'кариофилен: 7 - 12%', 'фарнезен: < 1%']	состав эфирных масел: аналоги: магнум , таурус все рецепты с ингредиентом	https://биp.pф/shop/144/desc/khmel-gerkules-herkules-germanija-50-g	herkules германия 	herkules германия 
454	yeast	дрожжи safbrew br-8	 fermentis	us		grainrus	5.0	г	850.0	rub	дрожжи пивные safbrew br-8, чили, fermentis, пакеты 5 г		['пакет 5 гр']		https://malt.ru/catalog/drozhzhi/drozhzhi-pivnye-safbrew-br-8-chili-fermentis-pakety-5-g/	8 br safbrew 	8 br safbrew 
455	hop	хмель геркулес / herkules (германия)	 barthhaas	de	хмель в гранулах горький	beer.rf	100.0	г	232.0	rub	достоин своего названия благодаря сильному, порой терпкому хмелевому вкусу и аромату. также в его букете присутствуют ноты цитруса, дыни, а также намек на сосновый аромат. урожай 2024 г | альфа 15,6 % достоин своего названия благодаря сильному, порой терпкому хмелевому вкусу и аромату. также в его букете присутствуют ноты цитруса, дыни, а также намек на сосновый аромат. урожай 2024 г | альфа 15,6 %	хмель геркулес (herkules) разработанный исследовательским институтом хмеля в халле, германия и выпущенный в 2005 году, является одним из наиболее интересных сортов хмеля на современном рынке. этот сорт был создан путем скрещивания хмеля халлертау таурус и мужского соцветия неизвестного экотипа, и его особенности делают его незаменимым для придания горечи пиву. помимо высокого содержания альфа-кислоты, хмель геркулес обладает также пряными, цветочными и хмелевыми нотами, которые добавляют особый аромат и вкус пиву. в нем можно обнаружить оттенки сосны, черного перца и дыни, что делает его уникальным и привлекательным для пивоваров и любителей хорошего пива. хмель геркулес пользуется широким спросом в пивоваренной индустрии и применяется в различных стилях пива, особенно в тех, где требуется выраженная горечь и аромат хмеля. его уникальный профиль вкуса и аромата делает его идеальным для создания пива с характером и индивидуальностью.	['альфа-кислота: 12,0% -17,0%', 'бета-кислота: 4,0% -5,5%', 'когумулон: 32 - 38%', 'всего эфирных масел: 1.6 - 2.4 мл/100 г', 'мирцен: 30 - 50%', 'гумулен: 30 - 45%', 'кариофилен: 7 - 12%', 'фарнезен: < 1%']	состав эфирных масел: аналоги: магнум , таурус все рецепты с ингредиентом	https://биp.pф/shop/143/desc/khmel-gerkules-herkules-germanija-100-g	herkules германия 	herkules германия 
456	yeast	дрожжи safmead twist	 fermentis	us		grainrus	5.0	г	400.0	rub	дрожжи для медовухи safmead twist, бельгия, fermentis, пакеты 5 г		['пакет 5 гр']		https://malt.ru/catalog/drozhzhi/drozhzhi-dlya-medovukhi-safmead-twist-belgiya-fermentis-pakety-5-g/	safmead twist 	safmead twist 
457	yeast	дрожжи safmead classic	 fermentis	us		grainrus	5.0	г	400.0	rub	дрожжи для медовухи safmead classic, бельгия, fermentis, пакеты 5 г		['пакет 5 гр']		https://malt.ru/catalog/drozhzhi/drozhzhi-dlya-medovukhi-safmead-classic-belgiya-fermentis-pakety-5-g/	classic safmead 	classic safmead 
458	hop	хмель вик сикрет / vic secret (австралия)	 hpa	au	хмель в гранулах универсальный	beer.rf	500.0	г	2686.0	rub	современный универсальный хмель с высоким содержанием горечи и при этом с яркими и чистыми фруктовыми и сосновыми характеристиками. урожай 2024 | альфа кислота: 18,4% современный универсальный хмель с высоким содержанием горечи и при этом с яркими и чистыми фруктовыми и сосновыми характеристиками. урожай 2024 | альфа кислота: 18,4%	"вик сикрет (vic secret) - это захватывающий австралийский сорт хмеля, который стал настоящим открытием для пивоваров по всему миру. в отличие от своего более доминирующего собрата, хмеля гэлэкси (galaxy), вик сикрет обладает более легким и ненавязчивым характером. однако его уникальные характеристики способны придать пиву неповторимый вкус и аромат. он проявляет чистые и отчетливые фруктовые и сосновые ноты, особенно хорошо раскрываясь при сухом охмелении или добавлении в вирпул. история создания вик сикрет началась в штате виктория в 2000 году, когда он был выведен из рассады, схожей с рассадой его ""брата"" - хмеля топаз. за время селекционной программы вик сикрет показал быстрый рост и высокую урожайность, и с 2010 года начались первые пивоваренные испытания этого сорта. был впервые отмечен в экспериментальной варке пива в 2011 году и наконец поступил на рынок в 2013 году. один из интересных фактов о вик сикрет заключается в его способности придавать пиву землистый характер при позднем добавлении в котел. хотя это может уменьшить фруктовость, оно добавляет пиву приятную ноту и уникальность. также отметим, что вик сикрет имеет очень высокий уровень альфа-кислоты, что делает его идеальным для достижения правильного баланса в пиве."	['аромат: цукаты, ананас, цветущая яблоня, грейпфрут, клубника.', 'альфа кислота: 15 -21.8%', 'бета кислота: 6.1%-7.8%', 'когумулон: 51%-56%', 'общее содержание масла: 2.1 - 2.8 мг/100г', 'мирцен: 38 - 41 %', 'гумулен: 12 - 21 %', 'кариофиллен: 11 - 15 %', 'фарнезен: - 1 %', 'аромат: цукаты, ананас, цветущая яблоня, грейпфрут, клубника.', 'альфа кислота: 15 -21.8%', 'бета кислота: 6.1%-7.8%', 'когумулон: 51%-56%', 'общее содержание масла: 2.1 - 2.8 мг/100г', 'мирцен: 38 - 41 %', 'гумулен: 12 - 21 %', 'кариофиллен: 11 - 15 %', 'фарнезен: - 1 %']	"история создания вик сикрет началась в штате виктория в 2000 году, когда он был выведен из рассады, схожей с рассадой его ""брата"" - хмеля топаз. за время селекционной программы вик сикрет показал быстрый рост и высокую урожайность, и с 2010 года начались первые пивоваренные испытания этого сорта. был впервые отмечен в экспериментальной варке пива в 2011 году и наконец поступил на рынок в 2013 году. один из интересных фактов о вик сикрет заключается в его способности придавать пиву землистый характер при позднем добавлении в котел. хотя это может уменьшить фруктовость, оно добавляет пиву приятную ноту и уникальность. также отметим, что вик сикрет имеет очень высокий уровень альфа-кислоты, что делает его идеальным для достижения правильного баланса в пиве. состав эфирных масел: тип использования: для горечи, вкуса и аромата. стили пива: пильзнер, американский эль, портер, стаут, индийский пэйл эль, бельгийский эль, крепкий эль, светлый (пэйл) эль возможные альтернативы: нет. все рецепты с ингредиентом состав эфирных масел: тип использования: для горечи, вкуса и аромата. стили пива: пильзнер, американский эль, портер, стаут, индийский пэйл эль, бельгийский эль, крепкий эль, светлый (пэйл) эль возможные альтернативы: нет. все рецепты с ингредиентом"	https://биp.pф/shop/1277/desc/khmel-vik-sikret-vic-secret-avstralija-500-g	secret vic австралия 	secret vic австралия 
459	hop	хмель вик сикрет / vic secret (австралия)	 hpa	au	хмель в гранулах универсальный	beer.rf	50.0	г	355.0	rub	современный универсальный хмель с высоким содержанием горечи и при этом с яркими и чистыми фруктовыми и сосновыми характеристиками. урожай 2024| альфа кислота: 18,4% современный универсальный хмель с высоким содержанием горечи и при этом с яркими и чистыми фруктовыми и сосновыми характеристиками. урожай 2024| альфа кислота: 18,4%	"вик сикрет (vic secret) - это захватывающий австралийский сорт хмеля, который стал настоящим открытием для пивоваров по всему миру. в отличие от своего более доминирующего собрата, хмеля гэлэкси (galaxy), вик сикрет обладает более легким и ненавязчивым характером. однако его уникальные характеристики способны придать пиву неповторимый вкус и аромат. он проявляет чистые и отчетливые фруктовые и сосновые ноты, особенно хорошо раскрываясь при сухом охмелении или добавлении в вирпул. история создания вик сикрет началась в штате виктория в 2000 году, когда он был выведен из рассады, схожей с рассадой его ""брата"" - хмеля топаз. за время селекционной программы вик сикрет показал быстрый рост и высокую урожайность, и с 2010 года начались первые пивоваренные испытания этого сорта. был впервые отмечен в экспериментальной варке пива в 2011 году и наконец поступил на рынок в 2013 году. один из интересных фактов о вик сикрет заключается в его способности придавать пиву землистый характер при позднем добавлении в котел. хотя это может уменьшить фруктовость, оно добавляет пиву приятную ноту и уникальность. также отметим, что вик сикрет имеет очень высокий уровень альфа-кислоты, что делает его идеальным для достижения правильного баланса в пиве."	['аромат: цукаты, ананас, цветущая яблоня, грейпфрут, клубника.', 'альфа кислота: 15 -21.8%', 'бета кислота: 6.1%-7.8%', 'когумулон: 51%-56%', 'общее содержание масла: 2.1 - 2.8 мг/100г', 'мирцен: 38 - 41 %', 'гумулен: 12 - 21 %', 'кариофиллен: 11 - 15 %', 'фарнезен: - 1 %', 'аромат: цукаты, ананас, цветущая яблоня, грейпфрут, клубника.', 'альфа кислота: 15 -21.8%', 'бета кислота: 6.1%-7.8%', 'когумулон: 51%-56%', 'общее содержание масла: 2.1 - 2.8 мг/100г', 'мирцен: 38 - 41 %', 'гумулен: 12 - 21 %', 'кариофиллен: 11 - 15 %', 'фарнезен: - 1 %']	"история создания вик сикрет началась в штате виктория в 2000 году, когда он был выведен из рассады, схожей с рассадой его ""брата"" - хмеля топаз. за время селекционной программы вик сикрет показал быстрый рост и высокую урожайность, и с 2010 года начались первые пивоваренные испытания этого сорта. был впервые отмечен в экспериментальной варке пива в 2011 году и наконец поступил на рынок в 2013 году. один из интересных фактов о вик сикрет заключается в его способности придавать пиву землистый характер при позднем добавлении в котел. хотя это может уменьшить фруктовость, оно добавляет пиву приятную ноту и уникальность. также отметим, что вик сикрет имеет очень высокий уровень альфа-кислоты, что делает его идеальным для достижения правильного баланса в пиве. состав эфирных масел: тип использования: для горечи, вкуса и аромата. стили пива: пильзнер, американский эль, портер, стаут, индийский пэйл эль, бельгийский эль, крепкий эль, светлый (пэйл) эль возможные альтернативы: нет. все рецепты с ингредиентом состав эфирных масел: тип использования: для горечи, вкуса и аромата. стили пива: пильзнер, американский эль, портер, стаут, индийский пэйл эль, бельгийский эль, крепкий эль, светлый (пэйл) эль возможные альтернативы: нет. все рецепты с ингредиентом"	https://биp.pф/shop/1275/desc/khmel-vik-sikret-vic-secret-avstralija-50-g	secret vic австралия 	secret vic австралия 
460	yeast	дрожжи safmead classic	 fermentis	us		grainrus	100.0	г	634.0	rub	дрожжи для медовухи safmead classic, бельгия, fermentis, пакеты 100 г		['пакет 0,1 кг']		https://malt.ru/catalog/drozhzhi/drozhzhi-dlya-medovukhi-safmead-classic-belgiya-fermentis-pakety-100-g/	classic safmead 	classic safmead 
461	hop	хмель вик сикрет / vic secret (австралия)	 hpa	au	хмель в гранулах универсальный	beer.rf	100.0	г	623.0	rub	современный универсальный хмель с высоким содержанием горечи и при этом с яркими и чистыми фруктовыми и сосновыми характеристиками. урожай 2024 | альфа кислота: 18,4% современный универсальный хмель с высоким содержанием горечи и при этом с яркими и чистыми фруктовыми и сосновыми характеристиками. урожай 2024 | альфа кислота: 18,4%	"вик сикрет (vic secret) - это захватывающий австралийский сорт хмеля, который стал настоящим открытием для пивоваров по всему миру. в отличие от своего более доминирующего собрата, хмеля гэлэкси (galaxy), вик сикрет обладает более легким и ненавязчивым характером. однако его уникальные характеристики способны придать пиву неповторимый вкус и аромат. он проявляет чистые и отчетливые фруктовые и сосновые ноты, особенно хорошо раскрываясь при сухом охмелении или добавлении в вирпул. история создания вик сикрет началась в штате виктория в 2000 году, когда он был выведен из рассады, схожей с рассадой его ""брата"" - хмеля топаз. за время селекционной программы вик сикрет показал быстрый рост и высокую урожайность, и с 2010 года начались первые пивоваренные испытания этого сорта. был впервые отмечен в экспериментальной варке пива в 2011 году и наконец поступил на рынок в 2013 году. один из интересных фактов о вик сикрет заключается в его способности придавать пиву землистый характер при позднем добавлении в котел. хотя это может уменьшить фруктовость, оно добавляет пиву приятную ноту и уникальность. также отметим, что вик сикрет имеет очень высокий уровень альфа-кислоты, что делает его идеальным для достижения правильного баланса в пиве."	['аромат: цукаты, ананас, цветущая яблоня, грейпфрут, клубника.', 'альфа кислота: 15 -21.8%', 'бета кислота: 6.1%-7.8%', 'когумулон: 51%-56%', 'общее содержание масла: 2.1 - 2.8 мг/100г', 'мирцен: 38 - 41 %', 'гумулен: 12 - 21 %', 'кариофиллен: 11 - 15 %', 'фарнезен: - 1 %', 'аромат: цукаты, ананас, цветущая яблоня, грейпфрут, клубника.', 'альфа кислота: 15 -21.8%', 'бета кислота: 6.1%-7.8%', 'когумулон: 51%-56%', 'общее содержание масла: 2.1 - 2.8 мг/100г', 'мирцен: 38 - 41 %', 'гумулен: 12 - 21 %', 'кариофиллен: 11 - 15 %', 'фарнезен: - 1 %']	"история создания вик сикрет началась в штате виктория в 2000 году, когда он был выведен из рассады, схожей с рассадой его ""брата"" - хмеля топаз. за время селекционной программы вик сикрет показал быстрый рост и высокую урожайность, и с 2010 года начались первые пивоваренные испытания этого сорта. был впервые отмечен в экспериментальной варке пива в 2011 году и наконец поступил на рынок в 2013 году. один из интересных фактов о вик сикрет заключается в его способности придавать пиву землистый характер при позднем добавлении в котел. хотя это может уменьшить фруктовость, оно добавляет пиву приятную ноту и уникальность. также отметим, что вик сикрет имеет очень высокий уровень альфа-кислоты, что делает его идеальным для достижения правильного баланса в пиве. состав эфирных масел: тип использования: для горечи, вкуса и аромата. стили пива: пильзнер, американский эль, портер, стаут, индийский пэйл эль, бельгийский эль, крепкий эль, светлый (пэйл) эль возможные альтернативы: нет. все рецепты с ингредиентом состав эфирных масел: тип использования: для горечи, вкуса и аромата. стили пива: пильзнер, американский эль, портер, стаут, индийский пэйл эль, бельгийский эль, крепкий эль, светлый (пэйл) эль возможные альтернативы: нет. все рецепты с ингредиентом"	https://биp.pф/shop/1276/desc/khmel-vik-sikret-vic-secret-avstralija-100-g	secret vic австралия 	secret vic австралия 
462	yeast	дрожжи saflager sh-45	 fermentis	us		grainrus	11.5	г	420.0	rub	дрожжи пивные saflager sh-45, бельгия, fermentis, пакеты 11,5 г,		['пакет 11,5 гр']		https://malt.ru/catalog/drozhzhi/drozhzhi-pivnye-saflager-sh-45-belgiya-fermentis-pakety-11-5-g/	45 saflager sh 	45 saflager sh 
463	hop	хмель мандарина бавария / mandarina bavaria (германия)	 ign	de	хмель в гранулах универсальный	beer.rf	500.0	г	843.0	rub	относительно новый сорт немецкого хмеля, который привнесет в ваше пиво ноты мандарина с немного сладковатой подоплекой. урожай 2025г | альфа кислота 8,6 % относительно новый сорт немецкого хмеля, который привнесет в ваше пиво ноты мандарина с немного сладковатой подоплекой. урожай 2025г | альфа кислота 8,6 %	"мандарина бавария (mandarina bavaria) - это новый сорт хмеля, который был представлен на рынке в 2012 году. его особенности и ароматические качества позволяют отнести его к группе ""ароматных хмелей"". мандарина бавария отличается приятным фруктовым ароматом, в котором преобладают ноты мандарина с легкой сладостью. этот сорт хмеля является универсальным и может использоваться как при верховом, так и при низовом брожении пива, таких как эль и лагер. одной из уникальных особенностей мандарина бавария является его способность значительно изменить ароматический профиль пива. при использовании этого хмеля можно достичь высокого качества горечи и, главное, изменить вкусовой профиль пива. это особенно заметно, когда применяется техника сухого охмеления, которая позволяет передать специфические ароматические ноты мандарина бавария в пиво. добавление мандарина бавария в рецепт пива может придать ему особый характер и уникальность. аромат мандарина, сочетающийся с другими ингредиентами, создает неповторимый вкусовой букет, который может удивить и порадовать пивных гурманов. этот сорт хмеля отлично сочетается с различными сортами солода и дрожжей, что позволяет пивовару экспериментировать и создавать новые интересные рецепты. также популярен среди пивоваров благодаря своей устойчивости к болезням и хорошей урожайности. это облегчает его выращивание и обеспечивает постоянное наличие на рынке. мандарина бавария (mandarina bavaria) - это новый сорт хмеля, который был представлен на рынке в 2012 году. его особенности и ароматические качества позволяют отнести его к группе ""ароматных хмелей"". мандарина бавария отличается приятным фруктовым ароматом, в котором преобладают ноты мандарина с легкой сладостью. этот сорт хмеля является универсальным и может использоваться как при верховом, так и при низовом брожении пива, таких как эль и лагер. одной из уникальных особенностей мандарина бавария является его способность значительно изменить ароматический профиль пива. при использовании этого хмеля можно достичь высокого качества горечи и, главное, изменить вкусовой профиль пива. это особенно заметно, когда применяется техника сухого охмеления, которая позволяет передать специфические ароматические ноты мандарина бавария в пиво. добавление мандарина бавария в рецепт пива может придать ему особый характер и уникальность. аромат мандарина, сочетающийся с другими ингредиентами, создает неповторимый вкусовой букет, который может удивить и порадовать пивных гурманов. этот сорт хмеля отлично сочетается с различными сортами солода и дрожжей, что позволяет пивовару экспериментировать и создавать новые интересные рецепты. также популярен среди пивоваров благодаря своей устойчивости к болезням и хорошей урожайности. это облегчает его выращивание и обеспечивает постоянное наличие на рынке. состав эфирных масел:"	['альфа-кислота: 7,0% -10,0%', 'бета-кислота: 5,0% -6,5%', 'когумулон: 31 - 35%', 'всего эфирных масел: ~2.2 мл/100 г', 'мирцен: ~71%', 'гумулен: 5-15%', 'кариофилен: 1.5%', 'фарнезен: < 1%']	состав эфирных масел: применение: для аромата. мандариновый аромат ощутим, когда используется в конце кипячения или при сухом охмеление. мандарина бавария быстро нашел применение в варочных цехах американского ipa и сортов черного эля, сезонного пива и другие сорта пива, где требуется фруктовый и сильно хмелевой характер. благотворный аромат со вкусовыми характеристиками: интенсивный ананас, лимон и цитрусовые ароматы со смолистыми и травяными. аналоги: цитра все рецепты с ингредиентом аналоги: цитра все рецепты с ингредиентом	https://биp.pф/shop/120/desc/khmel-mandarina-bavarija-mandarina-bavaria-germanija-500-g	bavaria mandarina германия 	bavaria mandarina германия 
464	yeast	дрожжи винные safœno ef-85	 fermentis	us		grainrus	5.0	г	170.0	rub	дрожжи винные safœno ef-85, бельгия, fermentis, пакеты 5 г		['пакет 5 гр']		https://malt.ru/catalog/drozhzhi/drozhzhi-vinnye-saf-no-ef-85-belgiya-fermentis-pakety-5-g/	85 ef safœno винные 	85 ef safœno винные 
465	hop	хмель мандарина бавария / mandarina bavaria (германия)	 ign	de	хмель в гранулах универсальный	beer.rf	50.0	г	124.0	rub	относительно новый сорт немецкого хмеля, который привнесет в ваше пиво ноты мандарина с немного сладковатой подоплекой. урожай 2025г | альфа кислота 9,5 % относительно новый сорт немецкого хмеля, который привнесет в ваше пиво ноты мандарина с немного сладковатой подоплекой. урожай 2025г | альфа кислота 9,5 %	"мандарина бавария (mandarina bavaria) - это новый сорт хмеля, который был представлен на рынке в 2012 году. его особенности и ароматические качества позволяют отнести его к группе ""ароматных хмелей"". мандарина бавария отличается приятным фруктовым ароматом, в котором преобладают ноты мандарина с легкой сладостью. этот сорт хмеля является универсальным и может использоваться как при верховом, так и при низовом брожении пива, таких как эль и лагер. одной из уникальных особенностей мандарина бавария является его способность значительно изменить ароматический профиль пива. при использовании этого хмеля можно достичь высокого качества горечи и, главное, изменить вкусовой профиль пива. это особенно заметно, когда применяется техника сухого охмеления, которая позволяет передать специфические ароматические ноты мандарина бавария в пиво. добавление мандарина бавария в рецепт пива может придать ему особый характер и уникальность. аромат мандарина, сочетающийся с другими ингредиентами, создает неповторимый вкусовой букет, который может удивить и порадовать пивных гурманов. этот сорт хмеля отлично сочетается с различными сортами солода и дрожжей, что позволяет пивовару экспериментировать и создавать новые интересные рецепты. также популярен среди пивоваров благодаря своей устойчивости к болезням и хорошей урожайности. это облегчает его выращивание и обеспечивает постоянное наличие на рынке. мандарина бавария (mandarina bavaria) - это новый сорт хмеля, который был представлен на рынке в 2012 году. его особенности и ароматические качества позволяют отнести его к группе ""ароматных хмелей"". мандарина бавария отличается приятным фруктовым ароматом, в котором преобладают ноты мандарина с легкой сладостью. этот сорт хмеля является универсальным и может использоваться как при верховом, так и при низовом брожении пива, таких как эль и лагер. одной из уникальных особенностей мандарина бавария является его способность значительно изменить ароматический профиль пива. при использовании этого хмеля можно достичь высокого качества горечи и, главное, изменить вкусовой профиль пива. это особенно заметно, когда применяется техника сухого охмеления, которая позволяет передать специфические ароматические ноты мандарина бавария в пиво. добавление мандарина бавария в рецепт пива может придать ему особый характер и уникальность. аромат мандарина, сочетающийся с другими ингредиентами, создает неповторимый вкусовой букет, который может удивить и порадовать пивных гурманов. этот сорт хмеля отлично сочетается с различными сортами солода и дрожжей, что позволяет пивовару экспериментировать и создавать новые интересные рецепты. также популярен среди пивоваров благодаря своей устойчивости к болезням и хорошей урожайности. это облегчает его выращивание и обеспечивает постоянное наличие на рынке. состав эфирных масел:"	['альфа-кислота: 7,0% -10,0%', 'бета-кислота: 5,0% -6,5%', 'когумулон: 31 - 35%', 'всего эфирных масел: ~2.2 мл/100 г', 'мирцен: ~71%', 'гумулен: 5-15%', 'кариофилен: 1.5%', 'фарнезен: < 1%']	состав эфирных масел: применение: для аромата. мандариновый аромат ощутим, когда используется в конце кипячения или при сухом охмеление. мандарина бавария быстро нашел применение в варочных цехах американского ipa и сортов черного эля, сезонного пива и другие сорта пива, где требуется фруктовый и сильно хмелевой характер. благотворный аромат со вкусовыми характеристиками: интенсивный ананас, лимон и цитрусовые ароматы со смолистыми и травяными. аналоги: цитра все рецепты с ингредиентом аналоги: цитра все рецепты с ингредиентом	https://биp.pф/shop/118/desc/khmel-mandarina-bavarija-mandarina-bavaria-germanija-50-g	bavaria mandarina германия 	bavaria mandarina германия 
466	yeast	дрожжи винные safœno fv-19	 fermentis	us		grainrus	5.0	г	150.0	rub	дрожжи винные safœno fv-19, бельгия, fermentis, пакеты 5 г		['пакет 5 гр']		https://malt.ru/catalog/drozhzhi/drozhzhi-vinnye-saf-no-fv-19-belgiya-fermentis-pakety-5-g/	19 fv safœno винные 	19 fv safœno винные 
467	hop	хмель мандарина бавария / mandarina bavaria (германия)	 ign	de	хмель в гранулах универсальный	beer.rf	100.0	г	202.0	rub	относительно новый сорт немецкого хмеля, который привнесет в ваше пиво ноты мандарина с немного сладковатой подоплекой. урожай 2025г | альфа кислота 8,6 % относительно новый сорт немецкого хмеля, который привнесет в ваше пиво ноты мандарина с немного сладковатой подоплекой. урожай 2025г | альфа кислота 8,6 %	"мандарина бавария (mandarina bavaria) - это новый сорт хмеля, который был представлен на рынке в 2012 году. его особенности и ароматические качества позволяют отнести его к группе ""ароматных хмелей"". мандарина бавария отличается приятным фруктовым ароматом, в котором преобладают ноты мандарина с легкой сладостью. этот сорт хмеля является универсальным и может использоваться как при верховом, так и при низовом брожении пива, таких как эль и лагер. одной из уникальных особенностей мандарина бавария является его способность значительно изменить ароматический профиль пива. при использовании этого хмеля можно достичь высокого качества горечи и, главное, изменить вкусовой профиль пива. это особенно заметно, когда применяется техника сухого охмеления, которая позволяет передать специфические ароматические ноты мандарина бавария в пиво. добавление мандарина бавария в рецепт пива может придать ему особый характер и уникальность. аромат мандарина, сочетающийся с другими ингредиентами, создает неповторимый вкусовой букет, который может удивить и порадовать пивных гурманов. этот сорт хмеля отлично сочетается с различными сортами солода и дрожжей, что позволяет пивовару экспериментировать и создавать новые интересные рецепты. также популярен среди пивоваров благодаря своей устойчивости к болезням и хорошей урожайности. это облегчает его выращивание и обеспечивает постоянное наличие на рынке. мандарина бавария (mandarina bavaria) - это новый сорт хмеля, который был представлен на рынке в 2012 году. его особенности и ароматические качества позволяют отнести его к группе ""ароматных хмелей"". мандарина бавария отличается приятным фруктовым ароматом, в котором преобладают ноты мандарина с легкой сладостью. этот сорт хмеля является универсальным и может использоваться как при верховом, так и при низовом брожении пива, таких как эль и лагер. одной из уникальных особенностей мандарина бавария является его способность значительно изменить ароматический профиль пива. при использовании этого хмеля можно достичь высокого качества горечи и, главное, изменить вкусовой профиль пива. это особенно заметно, когда применяется техника сухого охмеления, которая позволяет передать специфические ароматические ноты мандарина бавария в пиво. добавление мандарина бавария в рецепт пива может придать ему особый характер и уникальность. аромат мандарина, сочетающийся с другими ингредиентами, создает неповторимый вкусовой букет, который может удивить и порадовать пивных гурманов. этот сорт хмеля отлично сочетается с различными сортами солода и дрожжей, что позволяет пивовару экспериментировать и создавать новые интересные рецепты. также популярен среди пивоваров благодаря своей устойчивости к болезням и хорошей урожайности. это облегчает его выращивание и обеспечивает постоянное наличие на рынке. состав эфирных масел:"	['альфа-кислота: 7,0% -10,0%', 'бета-кислота: 5,0% -6,5%', 'когумулон: 31 - 35%', 'всего эфирных масел: ~2.2 мл/100 г', 'мирцен: ~71%', 'гумулен: 5-15%', 'кариофилен: 1.5%', 'фарнезен: < 1%']	состав эфирных масел: применение: для аромата. мандариновый аромат ощутим, когда используется в конце кипячения или при сухом охмеление. мандарина бавария быстро нашел применение в варочных цехах американского ipa и сортов черного эля, сезонного пива и другие сорта пива, где требуется фруктовый и сильно хмелевой характер. благотворный аромат со вкусовыми характеристиками: интенсивный ананас, лимон и цитрусовые ароматы со смолистыми и травяными. аналоги: цитра все рецепты с ингредиентом аналоги: цитра все рецепты с ингредиентом	https://биp.pф/shop/119/desc/khmel-mandarina-bavarija-mandarina-bavaria-germanija-100-g	bavaria mandarina германия 	bavaria mandarina германия 
